,name,rating,review,salaries,interviews,jobs,ctype_and_location
10217,Air India Sats Airport Services,3.6,(1.1k),1.1k,2.4k,65,Aviation | New Delhi +48 other locations
10218,Zydus Wellness,4.1,(1.1k),1.1k,2.8k,105,FMCG | Ahmedabad +129 other locations
10219,Stanza Living,3.0,(1.1k),1.1k,3.6k,92,Internet | Bengaluru +36 other locations
10220,Hikal,3.8,(1.1k),1.1k,4.7k,76,Pharma | Bengaluru +22 other locations
10221,MAHLE ANAND Filter Systems,4.0,(1.1k),1.1k,3.4k,41,Auto Components | Pune +39 other locations
10222,Kirloskar Brothers,3.8,(1.1k),1.1k,4.3k,91,Industrial Machinery | Pune +74 other locations
10223,Svatantra Microfin,3.9,(1.1k),1.1k,2.1k,44,NBFC | Mumbai +332 other locations
10224,Syngenta,4.2,(1.1k),1.1k,3.7k,80,Agriculture | Pune +172 other locations
10225,CALIBEHR,4.0,(1.1k),1.1k,2.7k,67,IT Services & Consulting | Mumbai +182 other locations
10226,Jet Airways,4.6,(1.1k),1.1k,1.9k,24,Aviation | Mumbai +44 other locations
10227,MG Motor,3.8,(1.1k),1.1k,4.7k,79,Automobile | Vadodara +100 other locations
10228,Godrej Agrovet,3.9,(1.1k),1.1k,3.4k,63,Agriculture | Mumbai +144 other locations
10229,Adani Ports and SEZ,3.6,(1.1k),1.1k,3.8k,75,Ports & Shipping | Mundra +61 other locations
10230,Aarvi Encon,3.9,(1.1k),1.1k,3k,81,Recruitment | Mumbai +131 other locations
10231,Tube Investments of India,3.8,(1.1k),1.1k,3.6k,70,Engineering & Construction | Chennai +64 other locations
10232,Northcorp Software,4.8,(1.1k),1.1k,216,853,IT Services & Consulting | Gurugram +7 other locations
10233,Sri Chaitanya Educational Institutions,3.7,(1.1k),1.1k,3k,52,Education & Training | Hyderabad +104 other locations
10234,Air India Sats Airport Services,3.6,(1.1k),1.1k,2.4k,65,Aviation | New Delhi +48 other locations
10235,Zydus Wellness,4.1,(1.1k),1.1k,2.8k,105,FMCG | Ahmedabad +129 other locations
10236,Stanza Living,3.0,(1.1k),1.1k,3.6k,92,Internet | Bengaluru +36 other locations
10237,Hikal,3.8,(1.1k),1.1k,4.7k,76,Pharma | Bengaluru +22 other locations
10238,MAHLE ANAND Filter Systems,4.0,(1.1k),1.1k,3.4k,41,Auto Components | Pune +39 other locations
10239,Kirloskar Brothers,3.8,(1.1k),1.1k,4.3k,91,Industrial Machinery | Pune +74 other locations
10240,Svatantra Microfin,3.9,(1.1k),1.1k,2.1k,44,NBFC | Mumbai +332 other locations
10241,Syngenta,4.2,(1.1k),1.1k,3.7k,80,Agriculture | Pune +172 other locations
10242,CALIBEHR,4.0,(1.1k),1.1k,2.7k,67,IT Services & Consulting | Mumbai +182 other locations
10243,Jet Airways,4.6,(1.1k),1.1k,1.9k,24,Aviation | Mumbai +44 other locations
10244,MG Motor,3.8,(1.1k),1.1k,4.7k,79,Automobile | Vadodara +100 other locations
10245,Godrej Agrovet,3.9,(1.1k),1.1k,3.4k,63,Agriculture | Mumbai +144 other locations
10246,Adani Ports and SEZ,3.6,(1.1k),1.1k,3.8k,75,Ports & Shipping | Mundra +61 other locations
10247,Aarvi Encon,3.9,(1.1k),1.1k,3k,81,Recruitment | Mumbai +131 other locations
10248,Tube Investments of India,3.8,(1.1k),1.1k,3.6k,70,Engineering & Construction | Chennai +64 other locations
10249,Northcorp Software,4.8,(1.1k),1.1k,216,853,IT Services & Consulting | Gurugram +7 other locations
10250,Vedanta Aluminium,3.8,(1.1k),1.1k,4.6k,65,Metals & Mining | Jharsuguda +45 other locations
10251,Sri Chaitanya Educational Institutions,3.7,(1.1k),1.1k,3k,52,Education & Training | Hyderabad +104 other locations
10252,Air India Sats Airport Services,3.6,(1.1k),1.1k,2.4k,65,Aviation | New Delhi +48 other locations
10253,Zydus Wellness,4.1,(1.1k),1.1k,2.8k,105,FMCG | Ahmedabad +129 other locations
10254,Stanza Living,3.0,(1.1k),1.1k,3.6k,92,Internet | Bengaluru +36 other locations
10255,Hikal,3.8,(1.1k),1.1k,4.7k,76,Pharma | Bengaluru +22 other locations
10256,MAHLE ANAND Filter Systems,4.0,(1.1k),1.1k,3.4k,41,Auto Components | Pune +39 other locations
10257,Kirloskar Brothers,3.8,(1.1k),1.1k,4.3k,91,Industrial Machinery | Pune +74 other locations
10258,Svatantra Microfin,3.9,(1.1k),1.1k,2.1k,44,NBFC | Mumbai +332 other locations
10259,Syngenta,4.2,(1.1k),1.1k,3.7k,80,Agriculture | Pune +172 other locations
10260,CALIBEHR,4.0,(1.1k),1.1k,2.7k,67,IT Services & Consulting | Mumbai +182 other locations
10261,Jet Airways,4.6,(1.1k),1.1k,1.9k,24,Aviation | Mumbai +44 other locations
10262,MG Motor,3.8,(1.1k),1.1k,4.7k,79,Automobile | Vadodara +100 other locations
10263,Godrej Agrovet,3.9,(1.1k),1.1k,3.4k,63,Agriculture | Mumbai +144 other locations
10264,Adani Ports and SEZ,3.6,(1.1k),1.1k,3.8k,75,Ports & Shipping | Mundra +61 other locations
10265,Aarvi Encon,3.9,(1.1k),1.1k,3k,81,Recruitment | Mumbai +131 other locations
10266,Tube Investments of India,3.8,(1.1k),1.1k,3.6k,70,Engineering & Construction | Chennai +64 other locations
10267,Northcorp Software,4.8,(1.1k),1.1k,216,853,IT Services & Consulting | Gurugram +7 other locations
10268,Vedanta Aluminium,3.8,(1.1k),1.1k,4.6k,65,Metals & Mining | Jharsuguda +45 other locations
10269,Metropolis Healthcare,3.9,(1.1k),1.1k,3.6k,67,Healthcare | Mumbai +105 other locations
10270,Sri Chaitanya Educational Institutions,3.7,(1.1k),1.1k,3k,52,Education & Training | Hyderabad +104 other locations
10271,Air India Sats Airport Services,3.6,(1.1k),1.1k,2.4k,65,Aviation | New Delhi +48 other locations
10272,Zydus Wellness,4.1,(1.1k),1.1k,2.8k,105,FMCG | Ahmedabad +129 other locations
10273,Stanza Living,3.0,(1.1k),1.1k,3.6k,92,Internet | Bengaluru +36 other locations
10274,Hikal,3.8,(1.1k),1.1k,4.7k,76,Pharma | Bengaluru +22 other locations
10275,MAHLE ANAND Filter Systems,4.0,(1.1k),1.1k,3.4k,41,Auto Components | Pune +39 other locations
10276,Kirloskar Brothers,3.8,(1.1k),1.1k,4.3k,91,Industrial Machinery | Pune +74 other locations
10277,Svatantra Microfin,3.9,(1.1k),1.1k,2.1k,44,NBFC | Mumbai +332 other locations
10278,Syngenta,4.2,(1.1k),1.1k,3.7k,80,Agriculture | Pune +172 other locations
10279,CALIBEHR,4.0,(1.1k),1.1k,2.7k,67,IT Services & Consulting | Mumbai +182 other locations
10280,Jet Airways,4.6,(1.1k),1.1k,1.9k,24,Aviation | Mumbai +44 other locations
10281,MG Motor,3.8,(1.1k),1.1k,4.7k,79,Automobile | Vadodara +100 other locations
10282,Godrej Agrovet,3.9,(1.1k),1.1k,3.4k,63,Agriculture | Mumbai +144 other locations
10283,Adani Ports and SEZ,3.6,(1.1k),1.1k,3.8k,75,Ports & Shipping | Mundra +61 other locations
10284,Aarvi Encon,3.9,(1.1k),1.1k,3k,81,Recruitment | Mumbai +131 other locations
10285,Tube Investments of India,3.8,(1.1k),1.1k,3.6k,70,Engineering & Construction | Chennai +64 other locations
10286,Northcorp Software,4.8,(1.1k),1.1k,216,853,IT Services & Consulting | Gurugram +7 other locations
10287,Vedanta Aluminium,3.8,(1.1k),1.1k,4.6k,65,Metals & Mining | Jharsuguda +45 other locations
10288,Metropolis Healthcare,3.9,(1.1k),1.1k,3.6k,67,Healthcare | Mumbai +105 other locations
10289,GAIL,4.4,(1.1k),1.1k,3.2k,80,Oil & Gas | New Delhi +103 other locations
10290,Gmmco,4.0,(1.1k),1.1k,2.9k,52,Industrial Machinery | Chennai +90 other locations
10291,Gmmco,4.0,(1.1k),1.1k,2.9k,52,Industrial Machinery | Chennai +90 other locations
10292,HPCL-Mittal Energy Limited,4.3,(1.1k),1.1k,4.6k,46,Petrochemicals | Bathinda +30 other locations
10293,Gmmco,4.0,(1.1k),1.1k,2.9k,52,Industrial Machinery | Chennai +90 other locations
10294,HPCL-Mittal Energy Limited,4.3,(1.1k),1.1k,4.6k,46,Petrochemicals | Bathinda +30 other locations
10295,Amazon Sellers Services,4.0,(1.1k),1.1k,2.5k,132,Internet | Bengaluru +69 other locations
10296,Gmmco,4.0,(1.1k),1.1k,2.9k,52,Industrial Machinery | Chennai +90 other locations
10297,HPCL-Mittal Energy Limited,4.3,(1.1k),1.1k,4.6k,46,Petrochemicals | Bathinda +30 other locations
10298,Amazon Sellers Services,4.0,(1.1k),1.1k,2.5k,132,Internet | Bengaluru +69 other locations
10299,Knorr-Bremse,3.3,(1.1k),1.1k,4.9k,70,Auto Components | Pune +31 other locations
10300,Gmmco,4.0,(1.1k),1.1k,2.9k,52,Industrial Machinery | Chennai +90 other locations
10301,HPCL-Mittal Energy Limited,4.3,(1.1k),1.1k,4.6k,46,Petrochemicals | Bathinda +30 other locations
10302,Amazon Sellers Services,4.0,(1.1k),1.1k,2.5k,132,Internet | Bengaluru +69 other locations
10303,Knorr-Bremse,3.3,(1.1k),1.1k,4.9k,70,Auto Components | Pune +31 other locations
10304,Nexa,4.0,(1.1k),1.1k,2.2k,41,Automobile | New Delhi +216 other locations
10305,Gmmco,4.0,(1.1k),1.1k,2.9k,52,Industrial Machinery | Chennai +90 other locations
10306,HPCL-Mittal Energy Limited,4.3,(1.1k),1.1k,4.6k,46,Petrochemicals | Bathinda +30 other locations
10307,Amazon Sellers Services,4.0,(1.1k),1.1k,2.5k,132,Internet | Bengaluru +69 other locations
10308,Knorr-Bremse,3.3,(1.1k),1.1k,4.9k,70,Auto Components | Pune +31 other locations
10309,Nexa,4.0,(1.1k),1.1k,2.2k,41,Automobile | New Delhi +216 other locations
10310,Power Grid Corporation of India,4.3,(1.1k),1.1k,2k,74,Power | Gurugram +234 other locations
10311,Gmmco,4.0,(1.1k),1.1k,2.9k,52,Industrial Machinery | Chennai +90 other locations
10312,HPCL-Mittal Energy Limited,4.3,(1.1k),1.1k,4.6k,46,Petrochemicals | Bathinda +30 other locations
10313,Amazon Sellers Services,4.0,(1.1k),1.1k,2.5k,132,Internet | Bengaluru +69 other locations
10314,Knorr-Bremse,3.3,(1.1k),1.1k,4.9k,70,Auto Components | Pune +31 other locations
10315,Nexa,4.0,(1.1k),1.1k,2.2k,41,Automobile | New Delhi +216 other locations
10316,Power Grid Corporation of India,4.3,(1.1k),1.1k,2k,74,Power | Gurugram +234 other locations
10317,Vayona Energy,4.0,(1.1k),1.1k,4.9k,60,Power | Bengaluru +68 other locations
10318,Gmmco,4.0,(1.1k),1.1k,2.9k,52,Industrial Machinery | Chennai +90 other locations
10319,HPCL-Mittal Energy Limited,4.3,(1.1k),1.1k,4.6k,46,Petrochemicals | Bathinda +30 other locations
10320,Amazon Sellers Services,4.0,(1.1k),1.1k,2.5k,132,Internet | Bengaluru +69 other locations
10321,Knorr-Bremse,3.3,(1.1k),1.1k,4.9k,70,Auto Components | Pune +31 other locations
10322,Nexa,4.0,(1.1k),1.1k,2.2k,41,Automobile | New Delhi +216 other locations
10323,Power Grid Corporation of India,4.3,(1.1k),1.1k,2k,74,Power | Gurugram +234 other locations
10324,Vayona Energy,4.0,(1.1k),1.1k,4.9k,60,Power | Bengaluru +68 other locations
10325,1point1 Solutions,3.3,(1.1k),1.1k,3.1k,83,BPO | Bengaluru +18 other locations
10326,Gmmco,4.0,(1.1k),1.1k,2.9k,52,Industrial Machinery | Chennai +90 other locations
10327,HPCL-Mittal Energy Limited,4.3,(1.1k),1.1k,4.6k,46,Petrochemicals | Bathinda +30 other locations
10328,Amazon Sellers Services,4.0,(1.1k),1.1k,2.5k,132,Internet | Bengaluru +69 other locations
10329,Knorr-Bremse,3.3,(1.1k),1.1k,4.9k,70,Auto Components | Pune +31 other locations
10330,Nexa,4.0,(1.1k),1.1k,2.2k,41,Automobile | New Delhi +216 other locations
10331,Power Grid Corporation of India,4.3,(1.1k),1.1k,2k,74,Power | Gurugram +234 other locations
10332,Vayona Energy,4.0,(1.1k),1.1k,4.9k,60,Power | Bengaluru +68 other locations
10333,1point1 Solutions,3.3,(1.1k),1.1k,3.1k,83,BPO | Bengaluru +18 other locations
10334,TKIL,4.1,(1.1k),1.1k,4.5k,74,Industrial Machinery | Pune +63 other locations
10335,Gmmco,4.0,(1.1k),1.1k,2.9k,52,Industrial Machinery | Chennai +90 other locations
10336,HPCL-Mittal Energy Limited,4.3,(1.1k),1.1k,4.6k,46,Petrochemicals | Bathinda +30 other locations
10337,Amazon Sellers Services,4.0,(1.1k),1.1k,2.5k,132,Internet | Bengaluru +69 other locations
10338,Knorr-Bremse,3.3,(1.1k),1.1k,4.9k,70,Auto Components | Pune +31 other locations
10339,Nexa,4.0,(1.1k),1.1k,2.2k,41,Automobile | New Delhi +216 other locations
10340,Power Grid Corporation of India,4.3,(1.1k),1.1k,2k,74,Power | Gurugram +234 other locations
10341,Vayona Energy,4.0,(1.1k),1.1k,4.9k,60,Power | Bengaluru +68 other locations
10342,1point1 Solutions,3.3,(1.1k),1.1k,3.1k,83,BPO | Bengaluru +18 other locations
10343,TKIL,4.1,(1.1k),1.1k,4.5k,74,Industrial Machinery | Pune +63 other locations
10344,TÜV NORD,3.7,(1.1k),1.1k,4k,77,"Testing, Inspection and Certification (TIC) | Pune +85 other locations"
10345,Gmmco,4.0,(1.1k),1.1k,2.9k,52,Industrial Machinery | Chennai +90 other locations
10346,HPCL-Mittal Energy Limited,4.3,(1.1k),1.1k,4.6k,46,Petrochemicals | Bathinda +30 other locations
10347,Amazon Sellers Services,4.0,(1.1k),1.1k,2.5k,132,Internet | Bengaluru +69 other locations
10348,Knorr-Bremse,3.3,(1.1k),1.1k,4.9k,70,Auto Components | Pune +31 other locations
10349,Nexa,4.0,(1.1k),1.1k,2.2k,41,Automobile | New Delhi +216 other locations
10350,Power Grid Corporation of India,4.3,(1.1k),1.1k,2k,74,Power | Gurugram +234 other locations
10351,Vayona Energy,4.0,(1.1k),1.1k,4.9k,60,Power | Bengaluru +68 other locations
10352,1point1 Solutions,3.3,(1.1k),1.1k,3.1k,83,BPO | Bengaluru +18 other locations
10353,TKIL,4.1,(1.1k),1.1k,4.5k,74,Industrial Machinery | Pune +63 other locations
10354,TÜV NORD,3.7,(1.1k),1.1k,4k,77,"Testing, Inspection and Certification (TIC) | Pune +85 other locations"
10355,Klm Axiva Finvest,4.4,(1.1k),1.1k,766,437,NBFC | Bengaluru +158 other locations
10356,Gmmco,4.0,(1.1k),1.1k,2.9k,52,Industrial Machinery | Chennai +90 other locations
10357,HPCL-Mittal Energy Limited,4.3,(1.1k),1.1k,4.6k,46,Petrochemicals | Bathinda +30 other locations
10358,Amazon Sellers Services,4.0,(1.1k),1.1k,2.5k,132,Internet | Bengaluru +69 other locations
10359,Knorr-Bremse,3.3,(1.1k),1.1k,4.9k,70,Auto Components | Pune +31 other locations
10360,Nexa,4.0,(1.1k),1.1k,2.2k,41,Automobile | New Delhi +216 other locations
10361,Power Grid Corporation of India,4.3,(1.1k),1.1k,2k,74,Power | Gurugram +234 other locations
10362,Vayona Energy,4.0,(1.1k),1.1k,4.9k,60,Power | Bengaluru +68 other locations
10363,1point1 Solutions,3.3,(1.1k),1.1k,3.1k,83,BPO | Bengaluru +18 other locations
10364,TKIL,4.1,(1.1k),1.1k,4.5k,74,Industrial Machinery | Pune +63 other locations
10365,TÜV NORD,3.7,(1.1k),1.1k,4k,77,"Testing, Inspection and Certification (TIC) | Pune +85 other locations"
10366,Klm Axiva Finvest,4.4,(1.1k),1.1k,766,437,NBFC | Bengaluru +158 other locations
10367,Pernod Ricard,3.5,(1.1k),1.1k,4.4k,61,Beverage | Gurugram +120 other locations
10368,Gmmco,4.0,(1.1k),1.1k,2.9k,52,Industrial Machinery | Chennai +90 other locations
10369,HPCL-Mittal Energy Limited,4.3,(1.1k),1.1k,4.6k,46,Petrochemicals | Bathinda +30 other locations
10370,Amazon Sellers Services,4.0,(1.1k),1.1k,2.5k,132,Internet | Bengaluru +69 other locations
10371,Knorr-Bremse,3.3,(1.1k),1.1k,4.9k,70,Auto Components | Pune +31 other locations
10372,Nexa,4.0,(1.1k),1.1k,2.2k,41,Automobile | New Delhi +216 other locations
10373,Power Grid Corporation of India,4.3,(1.1k),1.1k,2k,74,Power | Gurugram +234 other locations
10374,Vayona Energy,4.0,(1.1k),1.1k,4.9k,60,Power | Bengaluru +68 other locations
10375,1point1 Solutions,3.3,(1.1k),1.1k,3.1k,83,BPO | Bengaluru +18 other locations
10376,TKIL,4.1,(1.1k),1.1k,4.5k,74,Industrial Machinery | Pune +63 other locations
10377,TÜV NORD,3.7,(1.1k),1.1k,4k,77,"Testing, Inspection and Certification (TIC) | Pune +85 other locations"
10378,Klm Axiva Finvest,4.4,(1.1k),1.1k,766,437,NBFC | Bengaluru +158 other locations
10379,Pernod Ricard,3.5,(1.1k),1.1k,4.4k,61,Beverage | Gurugram +120 other locations
10380,Tata Capital Housing Finance,3.9,(1.1k),1.1k,3.2k,50,NBFC | Mumbai +169 other locations
10381,Gmmco,4.0,(1.1k),1.1k,2.9k,52,Industrial Machinery | Chennai +90 other locations
10382,HPCL-Mittal Energy Limited,4.3,(1.1k),1.1k,4.6k,46,Petrochemicals | Bathinda +30 other locations
10383,Amazon Sellers Services,4.0,(1.1k),1.1k,2.5k,132,Internet | Bengaluru +69 other locations
10384,Knorr-Bremse,3.3,(1.1k),1.1k,4.9k,70,Auto Components | Pune +31 other locations
10385,Nexa,4.0,(1.1k),1.1k,2.2k,41,Automobile | New Delhi +216 other locations
10386,Power Grid Corporation of India,4.3,(1.1k),1.1k,2k,74,Power | Gurugram +234 other locations
10387,Vayona Energy,4.0,(1.1k),1.1k,4.9k,60,Power | Bengaluru +68 other locations
10388,1point1 Solutions,3.3,(1.1k),1.1k,3.1k,83,BPO | Bengaluru +18 other locations
10389,TKIL,4.1,(1.1k),1.1k,4.5k,74,Industrial Machinery | Pune +63 other locations
10390,TÜV NORD,3.7,(1.1k),1.1k,4k,77,"Testing, Inspection and Certification (TIC) | Pune +85 other locations"
10391,Klm Axiva Finvest,4.4,(1.1k),1.1k,766,437,NBFC | Bengaluru +158 other locations
10392,Pernod Ricard,3.5,(1.1k),1.1k,4.4k,61,Beverage | Gurugram +120 other locations
10393,Tata Capital Housing Finance,3.9,(1.1k),1.1k,3.2k,50,NBFC | Mumbai +169 other locations
10394,Bajaj Capital Insurance Broking Limited,4.4,(1k),1k,1.3k,227,Insurance | New Delhi +140 other locations
10395,Gmmco,4.0,(1.1k),1.1k,2.9k,52,Industrial Machinery | Chennai +90 other locations
10396,HPCL-Mittal Energy Limited,4.3,(1.1k),1.1k,4.6k,46,Petrochemicals | Bathinda +30 other locations
10397,Amazon Sellers Services,4.0,(1.1k),1.1k,2.5k,132,Internet | Bengaluru +69 other locations
10398,Knorr-Bremse,3.3,(1.1k),1.1k,4.9k,70,Auto Components | Pune +31 other locations
10399,Nexa,4.0,(1.1k),1.1k,2.2k,41,Automobile | New Delhi +216 other locations
10400,Power Grid Corporation of India,4.3,(1.1k),1.1k,2k,74,Power | Gurugram +234 other locations
10401,Vayona Energy,4.0,(1.1k),1.1k,4.9k,60,Power | Bengaluru +68 other locations
10402,1point1 Solutions,3.3,(1.1k),1.1k,3.1k,83,BPO | Bengaluru +18 other locations
10403,TKIL,4.1,(1.1k),1.1k,4.5k,74,Industrial Machinery | Pune +63 other locations
10404,TÜV NORD,3.7,(1.1k),1.1k,4k,77,"Testing, Inspection and Certification (TIC) | Pune +85 other locations"
10405,Klm Axiva Finvest,4.4,(1.1k),1.1k,766,437,NBFC | Bengaluru +158 other locations
10406,Pernod Ricard,3.5,(1.1k),1.1k,4.4k,61,Beverage | Gurugram +120 other locations
10407,Tata Capital Housing Finance,3.9,(1.1k),1.1k,3.2k,50,NBFC | Mumbai +169 other locations
10408,Bajaj Capital Insurance Broking Limited,4.4,(1k),1k,1.3k,227,Insurance | New Delhi +140 other locations
10409,Zf Rane Automotive,3.9,(1k),1k,3.9k,65,Auto Components | Chennai +50 other locations
10410,Gmmco,4.0,(1.1k),1.1k,2.9k,52,Industrial Machinery | Chennai +90 other locations
10411,HPCL-Mittal Energy Limited,4.3,(1.1k),1.1k,4.6k,46,Petrochemicals | Bathinda +30 other locations
10412,Amazon Sellers Services,4.0,(1.1k),1.1k,2.5k,132,Internet | Bengaluru +69 other locations
10413,Knorr-Bremse,3.3,(1.1k),1.1k,4.9k,70,Auto Components | Pune +31 other locations
10414,Nexa,4.0,(1.1k),1.1k,2.2k,41,Automobile | New Delhi +216 other locations
10415,Power Grid Corporation of India,4.3,(1.1k),1.1k,2k,74,Power | Gurugram +234 other locations
10416,Vayona Energy,4.0,(1.1k),1.1k,4.9k,60,Power | Bengaluru +68 other locations
10417,1point1 Solutions,3.3,(1.1k),1.1k,3.1k,83,BPO | Bengaluru +18 other locations
10418,TKIL,4.1,(1.1k),1.1k,4.5k,74,Industrial Machinery | Pune +63 other locations
10419,TÜV NORD,3.7,(1.1k),1.1k,4k,77,"Testing, Inspection and Certification (TIC) | Pune +85 other locations"
10420,Klm Axiva Finvest,4.4,(1.1k),1.1k,766,437,NBFC | Bengaluru +158 other locations
10421,Pernod Ricard,3.5,(1.1k),1.1k,4.4k,61,Beverage | Gurugram +120 other locations
10422,Tata Capital Housing Finance,3.9,(1.1k),1.1k,3.2k,50,NBFC | Mumbai +169 other locations
10423,Bajaj Capital Insurance Broking Limited,4.4,(1k),1k,1.3k,227,Insurance | New Delhi +140 other locations
10424,Zf Rane Automotive,3.9,(1k),1k,3.9k,65,Auto Components | Chennai +50 other locations
10425,Spencer's Retail,3.7,(1k),1k,2.8k,65,Retail | Kolkata +63 other locations
10426,Gmmco,4.0,(1.1k),1.1k,2.9k,52,Industrial Machinery | Chennai +90 other locations
10427,HPCL-Mittal Energy Limited,4.3,(1.1k),1.1k,4.6k,46,Petrochemicals | Bathinda +30 other locations
10428,Amazon Sellers Services,4.0,(1.1k),1.1k,2.5k,132,Internet | Bengaluru +69 other locations
10429,Knorr-Bremse,3.3,(1.1k),1.1k,4.9k,70,Auto Components | Pune +31 other locations
10430,Nexa,4.0,(1.1k),1.1k,2.2k,41,Automobile | New Delhi +216 other locations
10431,Power Grid Corporation of India,4.3,(1.1k),1.1k,2k,74,Power | Gurugram +234 other locations
10432,Vayona Energy,4.0,(1.1k),1.1k,4.9k,60,Power | Bengaluru +68 other locations
10433,1point1 Solutions,3.3,(1.1k),1.1k,3.1k,83,BPO | Bengaluru +18 other locations
10434,TKIL,4.1,(1.1k),1.1k,4.5k,74,Industrial Machinery | Pune +63 other locations
10435,TÜV NORD,3.7,(1.1k),1.1k,4k,77,"Testing, Inspection and Certification (TIC) | Pune +85 other locations"
10436,Klm Axiva Finvest,4.4,(1.1k),1.1k,766,437,NBFC | Bengaluru +158 other locations
10437,Pernod Ricard,3.5,(1.1k),1.1k,4.4k,61,Beverage | Gurugram +120 other locations
10438,Tata Capital Housing Finance,3.9,(1.1k),1.1k,3.2k,50,NBFC | Mumbai +169 other locations
10439,Bajaj Capital Insurance Broking Limited,4.4,(1k),1k,1.3k,227,Insurance | New Delhi +140 other locations
10440,Zf Rane Automotive,3.9,(1k),1k,3.9k,65,Auto Components | Chennai +50 other locations
10441,Spencer's Retail,3.7,(1k),1k,2.8k,65,Retail | Kolkata +63 other locations
10442,Bharat Sanchar Nigam,3.9,(1k),1k,2.6k,47,Telecom | Bengaluru +241 other locations
10443,Gmmco,4.0,(1.1k),1.1k,2.9k,52,Industrial Machinery | Chennai +90 other locations
10444,HPCL-Mittal Energy Limited,4.3,(1.1k),1.1k,4.6k,46,Petrochemicals | Bathinda +30 other locations
10445,Amazon Sellers Services,4.0,(1.1k),1.1k,2.5k,132,Internet | Bengaluru +69 other locations
10446,Knorr-Bremse,3.3,(1.1k),1.1k,4.9k,70,Auto Components | Pune +31 other locations
10447,Nexa,4.0,(1.1k),1.1k,2.2k,41,Automobile | New Delhi +216 other locations
10448,Power Grid Corporation of India,4.3,(1.1k),1.1k,2k,74,Power | Gurugram +234 other locations
10449,Vayona Energy,4.0,(1.1k),1.1k,4.9k,60,Power | Bengaluru +68 other locations
10450,1point1 Solutions,3.3,(1.1k),1.1k,3.1k,83,BPO | Bengaluru +18 other locations
10451,TKIL,4.1,(1.1k),1.1k,4.5k,74,Industrial Machinery | Pune +63 other locations
10452,TÜV NORD,3.7,(1.1k),1.1k,4k,77,"Testing, Inspection and Certification (TIC) | Pune +85 other locations"
10453,Klm Axiva Finvest,4.4,(1.1k),1.1k,766,437,NBFC | Bengaluru +158 other locations
10454,Pernod Ricard,3.5,(1.1k),1.1k,4.4k,61,Beverage | Gurugram +120 other locations
10455,Tata Capital Housing Finance,3.9,(1.1k),1.1k,3.2k,50,NBFC | Mumbai +169 other locations
10456,Bajaj Capital Insurance Broking Limited,4.4,(1k),1k,1.3k,227,Insurance | New Delhi +140 other locations
10457,Zf Rane Automotive,3.9,(1k),1k,3.9k,65,Auto Components | Chennai +50 other locations
10458,Spencer's Retail,3.7,(1k),1k,2.8k,65,Retail | Kolkata +63 other locations
10459,Bharat Sanchar Nigam,3.9,(1k),1k,2.6k,47,Telecom | Bengaluru +241 other locations
10460,Dana Anand,4.0,(1k),1k,2.9k,53,Auto Components | Pune +49 other locations
10461,Gmmco,4.0,(1.1k),1.1k,2.9k,52,Industrial Machinery | Chennai +90 other locations
10462,HPCL-Mittal Energy Limited,4.3,(1.1k),1.1k,4.6k,46,Petrochemicals | Bathinda +30 other locations
10463,Amazon Sellers Services,4.0,(1.1k),1.1k,2.5k,132,Internet | Bengaluru +69 other locations
10464,Knorr-Bremse,3.3,(1.1k),1.1k,4.9k,70,Auto Components | Pune +31 other locations
10465,Nexa,4.0,(1.1k),1.1k,2.2k,41,Automobile | New Delhi +216 other locations
10466,Power Grid Corporation of India,4.3,(1.1k),1.1k,2k,74,Power | Gurugram +234 other locations
10467,Vayona Energy,4.0,(1.1k),1.1k,4.9k,60,Power | Bengaluru +68 other locations
10468,1point1 Solutions,3.3,(1.1k),1.1k,3.1k,83,BPO | Bengaluru +18 other locations
10469,TKIL,4.1,(1.1k),1.1k,4.5k,74,Industrial Machinery | Pune +63 other locations
10470,TÜV NORD,3.7,(1.1k),1.1k,4k,77,"Testing, Inspection and Certification (TIC) | Pune +85 other locations"
10471,Klm Axiva Finvest,4.4,(1.1k),1.1k,766,437,NBFC | Bengaluru +158 other locations
10472,Pernod Ricard,3.5,(1.1k),1.1k,4.4k,61,Beverage | Gurugram +120 other locations
10473,Tata Capital Housing Finance,3.9,(1.1k),1.1k,3.2k,50,NBFC | Mumbai +169 other locations
10474,Bajaj Capital Insurance Broking Limited,4.4,(1k),1k,1.3k,227,Insurance | New Delhi +140 other locations
10475,Zf Rane Automotive,3.9,(1k),1k,3.9k,65,Auto Components | Chennai +50 other locations
10476,Spencer's Retail,3.7,(1k),1k,2.8k,65,Retail | Kolkata +63 other locations
10477,Bharat Sanchar Nigam,3.9,(1k),1k,2.6k,47,Telecom | Bengaluru +241 other locations
10478,Dana Anand,4.0,(1k),1k,2.9k,53,Auto Components | Pune +49 other locations
10479,Unity Small Finance Bank,3.6,(1k),1k,4.1k,78,Banking | Mumbai +146 other locations
10480,Gmmco,4.0,(1.1k),1.1k,2.9k,52,Industrial Machinery | Chennai +90 other locations
10481,HPCL-Mittal Energy Limited,4.3,(1.1k),1.1k,4.6k,46,Petrochemicals | Bathinda +30 other locations
10482,Amazon Sellers Services,4.0,(1.1k),1.1k,2.5k,132,Internet | Bengaluru +69 other locations
10483,Knorr-Bremse,3.3,(1.1k),1.1k,4.9k,70,Auto Components | Pune +31 other locations
