,name,rating,review,salaries,interviews,jobs,ctype_and_location
19837,Aurionpro Solutions,3.5,(575),575,3.6k,38,Software Product | Mumbai +49 other locations
19838,Army Public School,4.0,(575),575,1.2k,41,Education & Training | New Delhi +97 other locations
19839,Country Delight,3.8,(574),574,2.4k,42,Food Processing | Gurugram +36 other locations
19840,Fenesta Building Systems,4.0,(573),573,2k,39,Building Material | Gurugram +74 other locations
19841,C5i,4.2,(574),574,2.8k,54,Analytics & KPO | Bengaluru +16 other locations
19842,PayU Payments,3.3,(572),572,4.2k,67,FinTech | Gurugram +22 other locations
19843,Axiscades,3.1,(572),572,3.8k,62,IT Services & Consulting | Bengaluru +13 other locations
19844,Maxop Engineering Co.,4.1,(572),572,2.3k,49,Auto Components | Gurugram +17 other locations
19845,PureSoftware,2.9,(576),576,3.7k,67,Software Product | Noida +10 other locations
19846,Dr. Reddy's Foundation,3.7,(576),576,1.7k,54,Non-Profit | Hyderabad +88 other locations
19847,Wood Group,3.8,(576),576,2.7k,67,Engineering & Construction | Chennai +29 other locations
19848,BAXY Limited,4.0,(576),576,2k,29,Auto Components | Bhiwadi +38 other locations
19849,Expleo Group,3.4,(576),576,5.6k,48,IT Services & Consulting | Pune +9 other locations
19850,Orra Fine Jewellery,3.5,(576),576,1.7k,48,Jewellery | Mumbai +51 other locations
19851,Aurionpro Solutions,3.5,(575),575,3.6k,38,Software Product | Mumbai +49 other locations
19852,Army Public School,4.0,(575),575,1.2k,41,Education & Training | New Delhi +97 other locations
19853,Country Delight,3.8,(574),574,2.4k,42,Food Processing | Gurugram +36 other locations
19854,Fenesta Building Systems,4.0,(573),573,2k,39,Building Material | Gurugram +74 other locations
19855,C5i,4.2,(574),574,2.8k,54,Analytics & KPO | Bengaluru +16 other locations
19856,PayU Payments,3.3,(572),572,4.2k,67,FinTech | Gurugram +22 other locations
19857,Axiscades,3.1,(572),572,3.8k,62,IT Services & Consulting | Bengaluru +13 other locations
19858,Maxop Engineering Co.,4.1,(572),572,2.3k,49,Auto Components | Gurugram +17 other locations
19859,AVIOM,4.0,(571),571,1.2k,31,NBFC | New Delhi +188 other locations
19860,PureSoftware,2.9,(576),576,3.7k,67,Software Product | Noida +10 other locations
19861,Dr. Reddy's Foundation,3.7,(576),576,1.7k,54,Non-Profit | Hyderabad +88 other locations
19862,Wood Group,3.8,(576),576,2.7k,67,Engineering & Construction | Chennai +29 other locations
19863,BAXY Limited,4.0,(576),576,2k,29,Auto Components | Bhiwadi +38 other locations
19864,Expleo Group,3.4,(576),576,5.6k,48,IT Services & Consulting | Pune +9 other locations
19865,Orra Fine Jewellery,3.5,(576),576,1.7k,48,Jewellery | Mumbai +51 other locations
19866,Aurionpro Solutions,3.5,(575),575,3.6k,38,Software Product | Mumbai +49 other locations
19867,Army Public School,4.0,(575),575,1.2k,41,Education & Training | New Delhi +97 other locations
19868,Country Delight,3.8,(574),574,2.4k,42,Food Processing | Gurugram +36 other locations
19869,Fenesta Building Systems,4.0,(573),573,2k,39,Building Material | Gurugram +74 other locations
19870,C5i,4.2,(574),574,2.8k,54,Analytics & KPO | Bengaluru +16 other locations
19871,PayU Payments,3.3,(572),572,4.2k,67,FinTech | Gurugram +22 other locations
19872,Axiscades,3.1,(572),572,3.8k,62,IT Services & Consulting | Bengaluru +13 other locations
19873,Maxop Engineering Co.,4.1,(572),572,2.3k,49,Auto Components | Gurugram +17 other locations
19874,AVIOM,4.0,(571),571,1.2k,31,NBFC | New Delhi +188 other locations
19875,Iron Mountain Inc,3.7,(571),571,3.1k,31,IT Services & Consulting | Bengaluru +49 other locations
19876,PureSoftware,2.9,(576),576,3.7k,67,Software Product | Noida +10 other locations
19877,Dr. Reddy's Foundation,3.7,(576),576,1.7k,54,Non-Profit | Hyderabad +88 other locations
19878,Wood Group,3.8,(576),576,2.7k,67,Engineering & Construction | Chennai +29 other locations
19879,BAXY Limited,4.0,(576),576,2k,29,Auto Components | Bhiwadi +38 other locations
19880,Expleo Group,3.4,(576),576,5.6k,48,IT Services & Consulting | Pune +9 other locations
19881,Orra Fine Jewellery,3.5,(576),576,1.7k,48,Jewellery | Mumbai +51 other locations
19882,Aurionpro Solutions,3.5,(575),575,3.6k,38,Software Product | Mumbai +49 other locations
19883,Army Public School,4.0,(575),575,1.2k,41,Education & Training | New Delhi +97 other locations
19884,Country Delight,3.8,(574),574,2.4k,42,Food Processing | Gurugram +36 other locations
19885,Fenesta Building Systems,4.0,(573),573,2k,39,Building Material | Gurugram +74 other locations
19886,C5i,4.2,(574),574,2.8k,54,Analytics & KPO | Bengaluru +16 other locations
19887,PayU Payments,3.3,(572),572,4.2k,67,FinTech | Gurugram +22 other locations
19888,Axiscades,3.1,(572),572,3.8k,62,IT Services & Consulting | Bengaluru +13 other locations
19889,Maxop Engineering Co.,4.1,(572),572,2.3k,49,Auto Components | Gurugram +17 other locations
19890,AVIOM,4.0,(571),571,1.2k,31,NBFC | New Delhi +188 other locations
19891,Iron Mountain Inc,3.7,(571),571,3.1k,31,IT Services & Consulting | Bengaluru +49 other locations
19892,AVEVA,4.0,(571),571,1.8k,30,Software Product | Hyderabad +14 other locations
19893,PureSoftware,2.9,(576),576,3.7k,67,Software Product | Noida +10 other locations
19894,Dr. Reddy's Foundation,3.7,(576),576,1.7k,54,Non-Profit | Hyderabad +88 other locations
19895,Wood Group,3.8,(576),576,2.7k,67,Engineering & Construction | Chennai +29 other locations
19896,BAXY Limited,4.0,(576),576,2k,29,Auto Components | Bhiwadi +38 other locations
19897,Expleo Group,3.4,(576),576,5.6k,48,IT Services & Consulting | Pune +9 other locations
19898,Orra Fine Jewellery,3.5,(576),576,1.7k,48,Jewellery | Mumbai +51 other locations
19899,Aurionpro Solutions,3.5,(575),575,3.6k,38,Software Product | Mumbai +49 other locations
19900,Army Public School,4.0,(575),575,1.2k,41,Education & Training | New Delhi +97 other locations
19901,Country Delight,3.8,(574),574,2.4k,42,Food Processing | Gurugram +36 other locations
19902,Fenesta Building Systems,4.0,(573),573,2k,39,Building Material | Gurugram +74 other locations
19903,C5i,4.2,(574),574,2.8k,54,Analytics & KPO | Bengaluru +16 other locations
19904,PayU Payments,3.3,(572),572,4.2k,67,FinTech | Gurugram +22 other locations
19905,Axiscades,3.1,(572),572,3.8k,62,IT Services & Consulting | Bengaluru +13 other locations
19906,Maxop Engineering Co.,4.1,(572),572,2.3k,49,Auto Components | Gurugram +17 other locations
19907,AVIOM,4.0,(571),571,1.2k,31,NBFC | New Delhi +188 other locations
19908,Iron Mountain Inc,3.7,(571),571,3.1k,31,IT Services & Consulting | Bengaluru +49 other locations
19909,AVEVA,4.0,(571),571,1.8k,30,Software Product | Hyderabad +14 other locations
19910,McCain Foods,4.1,(571),571,1.6k,37,FMCG | Mahesana +74 other locations
19911,PureSoftware,2.9,(576),576,3.7k,67,Software Product | Noida +10 other locations
19912,Dr. Reddy's Foundation,3.7,(576),576,1.7k,54,Non-Profit | Hyderabad +88 other locations
19913,Wood Group,3.8,(576),576,2.7k,67,Engineering & Construction | Chennai +29 other locations
19914,BAXY Limited,4.0,(576),576,2k,29,Auto Components | Bhiwadi +38 other locations
19915,Expleo Group,3.4,(576),576,5.6k,48,IT Services & Consulting | Pune +9 other locations
19916,Orra Fine Jewellery,3.5,(576),576,1.7k,48,Jewellery | Mumbai +51 other locations
19917,Aurionpro Solutions,3.5,(575),575,3.6k,38,Software Product | Mumbai +49 other locations
19918,Army Public School,4.0,(575),575,1.2k,41,Education & Training | New Delhi +97 other locations
19919,Country Delight,3.8,(574),574,2.4k,42,Food Processing | Gurugram +36 other locations
19920,Fenesta Building Systems,4.0,(573),573,2k,39,Building Material | Gurugram +74 other locations
19921,C5i,4.2,(574),574,2.8k,54,Analytics & KPO | Bengaluru +16 other locations
19922,PayU Payments,3.3,(572),572,4.2k,67,FinTech | Gurugram +22 other locations
19923,Axiscades,3.1,(572),572,3.8k,62,IT Services & Consulting | Bengaluru +13 other locations
19924,Maxop Engineering Co.,4.1,(572),572,2.3k,49,Auto Components | Gurugram +17 other locations
19925,AVIOM,4.0,(571),571,1.2k,31,NBFC | New Delhi +188 other locations
19926,Iron Mountain Inc,3.7,(571),571,3.1k,31,IT Services & Consulting | Bengaluru +49 other locations
19927,AVEVA,4.0,(571),571,1.8k,30,Software Product | Hyderabad +14 other locations
19928,McCain Foods,4.1,(571),571,1.6k,37,FMCG | Mahesana +74 other locations
19929,Crystal Crop Protection,3.9,(570),570,1.8k,24,Agro Chemicals | New Delhi +89 other locations
19930,PureSoftware,2.9,(576),576,3.7k,67,Software Product | Noida +10 other locations
19931,Dr. Reddy's Foundation,3.7,(576),576,1.7k,54,Non-Profit | Hyderabad +88 other locations
19932,Wood Group,3.8,(576),576,2.7k,67,Engineering & Construction | Chennai +29 other locations
19933,BAXY Limited,4.0,(576),576,2k,29,Auto Components | Bhiwadi +38 other locations
19934,Expleo Group,3.4,(576),576,5.6k,48,IT Services & Consulting | Pune +9 other locations
19935,Orra Fine Jewellery,3.5,(576),576,1.7k,48,Jewellery | Mumbai +51 other locations
19936,Aurionpro Solutions,3.5,(575),575,3.6k,38,Software Product | Mumbai +49 other locations
19937,Army Public School,4.0,(575),575,1.2k,41,Education & Training | New Delhi +97 other locations
19938,Country Delight,3.8,(574),574,2.4k,42,Food Processing | Gurugram +36 other locations
19939,Fenesta Building Systems,4.0,(573),573,2k,39,Building Material | Gurugram +74 other locations
19940,C5i,4.2,(574),574,2.8k,54,Analytics & KPO | Bengaluru +16 other locations
19941,PayU Payments,3.3,(572),572,4.2k,67,FinTech | Gurugram +22 other locations
19942,Axiscades,3.1,(572),572,3.8k,62,IT Services & Consulting | Bengaluru +13 other locations
19943,Maxop Engineering Co.,4.1,(572),572,2.3k,49,Auto Components | Gurugram +17 other locations
19944,AVIOM,4.0,(571),571,1.2k,31,NBFC | New Delhi +188 other locations
19945,Iron Mountain Inc,3.7,(571),571,3.1k,31,IT Services & Consulting | Bengaluru +49 other locations
19946,AVEVA,4.0,(571),571,1.8k,30,Software Product | Hyderabad +14 other locations
19947,McCain Foods,4.1,(571),571,1.6k,37,FMCG | Mahesana +74 other locations
19948,Crystal Crop Protection,3.9,(570),570,1.8k,24,Agro Chemicals | New Delhi +89 other locations
19949,WayCool Foods and Products,3.4,(570),570,2.9k,42,FMCG | Chennai +42 other locations
19950,Matrimonialsindia,4.9,(570),570,117,13,Internet | New Delhi +1 other locations
19951,Matrimonialsindia,4.9,(570),570,117,13,Internet | New Delhi +1 other locations
19952,HUDL,3.2,(570),570,1.9k,62,Software Product | Mumbai +17 other locations
19953,Matrimonialsindia,4.9,(570),570,117,13,Internet | New Delhi +1 other locations
19954,HUDL,3.2,(570),570,1.9k,62,Software Product | Mumbai +17 other locations
19955,HBL Power Systems,4.0,(569),569,2.1k,33,Electrical Equipment | Hyderabad +49 other locations
19956,Matrimonialsindia,4.9,(570),570,117,13,Internet | New Delhi +1 other locations
19957,HUDL,3.2,(570),570,1.9k,62,Software Product | Mumbai +17 other locations
19958,HBL Power Systems,4.0,(569),569,2.1k,33,Electrical Equipment | Hyderabad +49 other locations
19959,Applied Materials,3.7,(569),569,4.7k,90,Semiconductors | Bengaluru +11 other locations
19960,Matrimonialsindia,4.9,(570),570,117,13,Internet | New Delhi +1 other locations
19961,HUDL,3.2,(570),570,1.9k,62,Software Product | Mumbai +17 other locations
19962,HBL Power Systems,4.0,(569),569,2.1k,33,Electrical Equipment | Hyderabad +49 other locations
19963,Applied Materials,3.7,(569),569,4.7k,90,Semiconductors | Bengaluru +11 other locations
19964,Alcon,3.8,(569),569,2.9k,44,Medical Equipment | Bengaluru +38 other locations
19965,Matrimonialsindia,4.9,(570),570,117,13,Internet | New Delhi +1 other locations
19966,HUDL,3.2,(570),570,1.9k,62,Software Product | Mumbai +17 other locations
19967,HBL Power Systems,4.0,(569),569,2.1k,33,Electrical Equipment | Hyderabad +49 other locations
19968,Applied Materials,3.7,(569),569,4.7k,90,Semiconductors | Bengaluru +11 other locations
19969,Alcon,3.8,(569),569,2.9k,44,Medical Equipment | Bengaluru +38 other locations
19970,Damco Solutions,3.5,(569),569,2.2k,44,IT Services & Consulting | Noida +22 other locations
19971,Matrimonialsindia,4.9,(570),570,117,13,Internet | New Delhi +1 other locations
19972,HUDL,3.2,(570),570,1.9k,62,Software Product | Mumbai +17 other locations
19973,HBL Power Systems,4.0,(569),569,2.1k,33,Electrical Equipment | Hyderabad +49 other locations
19974,Applied Materials,3.7,(569),569,4.7k,90,Semiconductors | Bengaluru +11 other locations
19975,Alcon,3.8,(569),569,2.9k,44,Medical Equipment | Bengaluru +38 other locations
19976,Damco Solutions,3.5,(569),569,2.2k,44,IT Services & Consulting | Noida +22 other locations
19977,Amway India Enterprises,4.1,(569),569,2.1k,19,Fitness & Wellness | Gurugram +80 other locations
19978,Matrimonialsindia,4.9,(570),570,117,13,Internet | New Delhi +1 other locations
19979,HUDL,3.2,(570),570,1.9k,62,Software Product | Mumbai +17 other locations
19980,HBL Power Systems,4.0,(569),569,2.1k,33,Electrical Equipment | Hyderabad +49 other locations
19981,Applied Materials,3.7,(569),569,4.7k,90,Semiconductors | Bengaluru +11 other locations
19982,Alcon,3.8,(569),569,2.9k,44,Medical Equipment | Bengaluru +38 other locations
19983,Damco Solutions,3.5,(569),569,2.2k,44,IT Services & Consulting | Noida +22 other locations
19984,Amway India Enterprises,4.1,(569),569,2.1k,19,Fitness & Wellness | Gurugram +80 other locations
19985,Kauvery Hospital,4.0,(569),569,2.1k,37,Healthcare | Chennai +21 other locations
19986,Matrimonialsindia,4.9,(570),570,117,13,Internet | New Delhi +1 other locations
19987,HUDL,3.2,(570),570,1.9k,62,Software Product | Mumbai +17 other locations
19988,HBL Power Systems,4.0,(569),569,2.1k,33,Electrical Equipment | Hyderabad +49 other locations
19989,Applied Materials,3.7,(569),569,4.7k,90,Semiconductors | Bengaluru +11 other locations
19990,Alcon,3.8,(569),569,2.9k,44,Medical Equipment | Bengaluru +38 other locations
19991,Damco Solutions,3.5,(569),569,2.2k,44,IT Services & Consulting | Noida +22 other locations
19992,Amway India Enterprises,4.1,(569),569,2.1k,19,Fitness & Wellness | Gurugram +80 other locations
19993,Kauvery Hospital,4.0,(569),569,2.1k,37,Healthcare | Chennai +21 other locations
19994,Pinnacle Infotech,3.4,(568),568,2.8k,61,IT Services & Consulting | Durgapur +19 other locations
19995,Matrimonialsindia,4.9,(570),570,117,13,Internet | New Delhi +1 other locations
19996,HUDL,3.2,(570),570,1.9k,62,Software Product | Mumbai +17 other locations
19997,HBL Power Systems,4.0,(569),569,2.1k,33,Electrical Equipment | Hyderabad +49 other locations
19998,Applied Materials,3.7,(569),569,4.7k,90,Semiconductors | Bengaluru +11 other locations
19999,Alcon,3.8,(569),569,2.9k,44,Medical Equipment | Bengaluru +38 other locations
20000,Damco Solutions,3.5,(569),569,2.2k,44,IT Services & Consulting | Noida +22 other locations
20001,Amway India Enterprises,4.1,(569),569,2.1k,19,Fitness & Wellness | Gurugram +80 other locations
20002,Kauvery Hospital,4.0,(569),569,2.1k,37,Healthcare | Chennai +21 other locations
20003,Pinnacle Infotech,3.4,(568),568,2.8k,61,IT Services & Consulting | Durgapur +19 other locations
20004,Jaipur Rugs,4.3,(568),568,837,64,Fashion & Textile | Jaipur +20 other locations
20005,Matrimonialsindia,4.9,(570),570,117,13,Internet | New Delhi +1 other locations
20006,HUDL,3.2,(570),570,1.9k,62,Software Product | Mumbai +17 other locations
20007,HBL Power Systems,4.0,(569),569,2.1k,33,Electrical Equipment | Hyderabad +49 other locations
20008,Applied Materials,3.7,(569),569,4.7k,90,Semiconductors | Bengaluru +11 other locations
20009,Alcon,3.8,(569),569,2.9k,44,Medical Equipment | Bengaluru +38 other locations
20010,Damco Solutions,3.5,(569),569,2.2k,44,IT Services & Consulting | Noida +22 other locations
20011,Amway India Enterprises,4.1,(569),569,2.1k,19,Fitness & Wellness | Gurugram +80 other locations
20012,Kauvery Hospital,4.0,(569),569,2.1k,37,Healthcare | Chennai +21 other locations
20013,Pinnacle Infotech,3.4,(568),568,2.8k,61,IT Services & Consulting | Durgapur +19 other locations
20014,Jaipur Rugs,4.3,(568),568,837,64,Fashion & Textile | Jaipur +20 other locations
20015,Prochant,3.8,(569),569,2.3k,68,Analytics & KPO | Chennai +9 other locations
20016,Matrimonialsindia,4.9,(570),570,117,13,Internet | New Delhi +1 other locations
20017,HUDL,3.2,(570),570,1.9k,62,Software Product | Mumbai +17 other locations
20018,HBL Power Systems,4.0,(569),569,2.1k,33,Electrical Equipment | Hyderabad +49 other locations
20019,Applied Materials,3.7,(569),569,4.7k,90,Semiconductors | Bengaluru +11 other locations
20020,Alcon,3.8,(569),569,2.9k,44,Medical Equipment | Bengaluru +38 other locations
20021,Damco Solutions,3.5,(569),569,2.2k,44,IT Services & Consulting | Noida +22 other locations
20022,Amway India Enterprises,4.1,(569),569,2.1k,19,Fitness & Wellness | Gurugram +80 other locations
20023,Kauvery Hospital,4.0,(569),569,2.1k,37,Healthcare | Chennai +21 other locations
20024,Pinnacle Infotech,3.4,(568),568,2.8k,61,IT Services & Consulting | Durgapur +19 other locations
20025,Jaipur Rugs,4.3,(568),568,837,64,Fashion & Textile | Jaipur +20 other locations
20026,Prochant,3.8,(569),569,2.3k,68,Analytics & KPO | Chennai +9 other locations
20027,TSYS|Total System Services,4.1,(568),568,4.2k,68,FinTech | Pune +10 other locations
20028,Matrimonialsindia,4.9,(570),570,117,13,Internet | New Delhi +1 other locations
20029,HUDL,3.2,(570),570,1.9k,62,Software Product | Mumbai +17 other locations
